Type :,DIL805
Test :,200305 Aus 12 1000°C 30 min iso 740°C 15 min q


;Time;Temperature;Change in Length;HF Power
 1;0.00000000;22.71278000;0.00000000;0.00000000
 2;0.10084700;22.67857933;-0.21817470;0.00000000
 3;0.20013200;22.87714958;-0.17999411;0.29826403
 4;0.30058199;22.36267090;-0.16635823;0.00000000
 5;0.40105200;22.58692932;-0.18272138;0.00000000
 6;0.50048703;22.54090881;-0.18544841;0.00000000
 7;0.60102803;22.73048592;-0.16363096;0.00000000
 8;0.70052397;22.70377541;-0.17726684;0.00000000
 9;0.80006301;22.48148537;-0.17181253;0.00000000
 10;0.90066999;22.41930580;-0.18817568;0.00000000
 11;1.00015402;22.48270226;-0.18544841;0.00000000
 12;1.10068500;22.53185272;-0.19908428;0.28199911
 13;1.20012498;22.72892570;-0.17453980;0.00000000
 14;1.30064702;22.45908165;-0.18272138;0.28917193
 15;1.40017200;22.54800415;-0.18817568;0.00000000
 16;1.50068104;22.69626236;-0.20181155;0.00000000
 17;1.60014701;22.70218849;-0.19362998;0.58727086
 18;1.70066702;22.45039749;-0.19090295;0.00000000
 19;1.80013800;22.65025711;-0.22090173;0.00000000
 20;1.90062296;22.65930748;-0.22635627;0.52808106
 21;2.00105810;22.61607933;-0.18544841;0.02189174
 22;2.10051394;22.44292641;-0.21544743;0.78123701
 23;2.20001793;22.58065224;-0.20726585;0.22904959
 24;2.30064011;22.71555710;-0.19908428;1.08603144
 25;2.40020108;22.57006454;-0.17999411;5.42279959
 26;2.50060391;22.90977478;0.01090860;13.57567024
 27;2.60101008;25.48207855;1.25450397;17.06069374
 28;2.70032406;33.39366531;2.06447721;0.00000000
 29;2.80085492;36.35844421;2.03447795;0.00000000
 30;2.90032506;37.71124268;2.04811406;0.00000000
 31;3.00082588;38.42975235;2.05629563;0.00000000
 32;3.10032606;38.74490356;2.03720546;0.00000000
 33;3.20084310;39.65343475;2.05084109;0.26250362
 34;3.30033302;39.67803955;2.05902267;0.00000000
 35;3.40089798;39.63484573;2.05084109;0.00000000
 36;3.50038409;39.91655731;2.04811406;0.00000000
 37;3.60083890;39.90367508;2.05902267;0.00000000
 38;3.70039797;40.02947617;2.00447917;0.98326147
 39;3.80085993;40.00523758;2.02084231;0.00000000
 40;3.90033889;39.87371826;2.00447917;0.20533544
 41;4.00088120;40.05074692;2.01538777;0.77900362
 42;4.10026121;40.09507751;2.00720620;3.53220940
 43;4.20077515;40.07380676;2.10538507;10.02483845
 44;4.30018997;41.49995804;2.60173202;15.16488171
 45;4.40056515;45.81383514;3.49079347;9.55569267
 46;4.50094891;49.36800003;3.59442687;0.26241660
 47;4.60034895;50.62023544;3.59988093;0.00000000
 48;4.70081997;51.21368408;3.60533547;0.12150943
 49;4.80031586;51.61522293;3.60806251;0.52511275
 50;4.90079498;51.84263992;3.57533622;0.59474677
 51;5.00019503;51.99864578;3.59169936;0.64974892
 52;5.10076189;52.04335403;3.61351705;0.44265434
 53;5.20027113;52.05705643;3.59169936;0.65807974
 54;5.30083323;52.18937683;3.59988093;3.11021090
 55;5.40012693;52.28834152;3.64624333;8.22837734
 56;5.50054312;53.10768127;4.07441092;14.65434647
 57;5.60093689;57.13847733;4.93347311;10.29176617
 58;5.70021105;60.33715820;5.06437826;0.00000000
 59;5.80070019;61.80429459;5.04801512;0.00000000
 60;5.90015602;62.53151321;5.06165075;0.96845686
 61;6.00070620;62.65843964;5.02892447;0.44434011
 62;6.10015106;63.02468872;5.04801512;0.33184752
 63;6.20060778;62.97185898;5.05074263;0.30044377
 64;6.30011177;63.10919571;5.02892447;0.79996580
 65;6.40062284;63.41292953;5.02074289;2.32334137
 66;6.50008297;63.55954742;5.09710455;7.46130228
 67;6.60055304;64.14573669;5.34800482;14.17458630
 68;6.70095921;67.35370636;6.22070360;12.90657997
 69;6.80032206;71.35414886;6.51523924;0.48013508
